"CORE_BODY_TEMP_IN_C","TIMESTAMP","TIME","DATE"
37.4400000000000000000,2023-03-08 09:26:23.000,"09:26:23","2023-03-08"
37.4500000000000000000,2023-03-08 09:27:23.000,"09:27:23","2023-03-08"
37.4600000000000000000,2023-03-08 09:28:23.000,"09:28:23","2023-03-08"
37.4800000000000000000,2023-03-08 09:29:23.000,"09:29:23","2023-03-08"
37.6300000000000000000,2023-03-08 09:30:23.000,"09:30:23","2023-03-08"
37.7300000000000000000,2023-03-08 09:31:23.000,"09:31:23","2023-03-08"
37.8100000000000000000,2023-03-08 09:32:23.000,"09:32:23","2023-03-08"
37.8600000000000000000,2023-03-08 09:33:23.000,"09:33:23","2023-03-08"
37.9000000000000000000,2023-03-08 09:34:23.000,"09:34:23","2023-03-08"
37.9300000000000000000,2023-03-08 09:35:23.000,"09:35:23","2023-03-08"
