"ID","TIME","TIMESTAMP","HEARTRATE_IN_BPM","POWER_IN_WATT","CADENCE_IN_RPM","DATE","TOTAL_HEMOGLOBIN_CONCENTRATION_IN_GDL","SATURATED_HEMOGLOBIN_IN_PERC","WORKOUT_TIME_IN_MIN"
1248,09:12:00,2023-05-17 09:12:00.000,112.0,263.0,152,2023-05-17,13.16,12.0,"0:20"
1426,09:14:58,2023-05-17 09:14:58.000,112.0,195.0,170,2023-05-17,13.15,15.4,"0:23"
1427,09:14:59,2023-05-17 09:14:59.000,112.0,196.0,170,2023-05-17,13.16,15.5,"0:23"
1428,09:15:00,2023-05-17 09:15:00.000,112.0,199.0,170,2023-05-17,13.16,15.4,"0:23"
1429,09:15:01,2023-05-17 09:15:01.000,112.0,196.0,168,2023-05-17,13.16,15.3,"0:23"
1430,09:15:02,2023-05-17 09:15:02.000,112.0,192.0,168,2023-05-17,13.16,15.2,"0:23"
1431,09:15:03,2023-05-17 09:15:03.000,112.0,199.0,168,2023-05-17,13.17,14.9,"0:23"
1432,09:15:04,2023-05-17 09:15:04.000,112.0,210.0,166,2023-05-17,13.17,14.9,"0:23"
1433,09:15:05,2023-05-17 09:15:05.000,112.0,216.0,166,2023-05-17,13.17,14.9,"0:23"
1434,09:15:06,2023-05-17 09:15:06.000,112.0,233.0,166,2023-05-17,13.17,14.2,"0:23"
1435,09:15:07,2023-05-17 09:15:07.000,112.0,253.0,166,2023-05-17,13.17,13.4,"0:23"
1436,09:15:08,2023-05-17 09:15:08.000,112.0,248.0,164,2023-05-17,13.17,13.3,"0:23"
1437,09:15:09,2023-05-17 09:15:09.000,112.0,242.0,164,2023-05-17,13.18,13.4,"0:23"
1511,09:16:23,2023-05-17 09:16:23.000,112.0,202.0,170,2023-05-17,13.24,16.4,"0:25"
1537,09:16:49,2023-05-17 09:16:49.000,112.0,208.0,172,2023-05-17,13.22,15.1,"0:25"
1538,09:16:50,2023-05-17 09:16:50.000,112.0,212.0,172,2023-05-17,13.22,13.9,"0:25"
1539,09:16:51,2023-05-17 09:16:51.000,112.0,210.0,172,2023-05-17,13.21,12.6,"0:25"
1540,09:16:52,2023-05-17 09:16:52.000,112.0,208.0,172,2023-05-17,13.21,12.2,"0:25"
1549,09:17:01,2023-05-17 09:17:01.000,112.0,214.0,168,2023-05-17,13.19,11.5,"0:25"
1550,09:17:02,2023-05-17 09:17:02.000,112.0,213.0,168,2023-05-17,13.19,12.3,"0:25"
1551,09:17:03,2023-05-17 09:17:03.000,112.0,214.0,168,2023-05-17,13.19,12.8,"0:25"
1552,09:17:04,2023-05-17 09:17:04.000,112.0,215.0,168,2023-05-17,13.19,13.4,"0:25"
1553,09:17:05,2023-05-17 09:17:05.000,112.0,214.0,166,2023-05-17,13.2,14.2,"0:25"
1555,09:17:07,2023-05-17 09:17:07.000,112.0,226.0,166,2023-05-17,13.2,14.6,"0:25"
1556,09:17:08,2023-05-17 09:17:08.000,112.0,229.0,166,2023-05-17,13.21,14.8,"0:25"
1559,09:17:11,2023-05-17 09:17:11.000,112.0,228.0,164,2023-05-17,13.2,13.7,"0:25"
1566,09:17:18,2023-05-17 09:17:18.000,112.0,222.0,166,2023-05-17,13.17,6.6,"0:26"
1567,09:17:19,2023-05-17 09:17:19.000,112.0,221.0,166,2023-05-17,13.16,5.2,"0:26"
1568,09:17:20,2023-05-17 09:17:20.000,112.0,215.0,166,2023-05-17,13.16,4.5,"0:26"
1609,09:18:01,2023-05-17 09:18:01.000,112.0,195.0,170,2023-05-17,13.24,20.0,"0:26"
1610,09:18:02,2023-05-17 09:18:02.000,112.0,195.0,170,2023-05-17,13.23,18.6,"0:26"
1611,09:18:03,2023-05-17 09:18:03.000,112.0,197.0,168,2023-05-17,13.22,16.9,"0:26"
1612,09:18:04,2023-05-17 09:18:04.000,112.0,202.0,168,2023-05-17,13.21,15.6,"0:26"
1621,09:18:13,2023-05-17 09:18:13.000,112.0,207.0,176,2023-05-17,13.17,12.3,"0:27"
1622,09:18:14,2023-05-17 09:18:14.000,112.0,209.0,174,2023-05-17,13.17,12.8,"0:27"
1623,09:18:15,2023-05-17 09:18:15.000,112.0,215.0,174,2023-05-17,13.18,13.5,"0:27"
1624,09:18:16,2023-05-17 09:18:16.000,112.0,214.0,172,2023-05-17,13.18,14.3,"0:27"
1625,09:18:17,2023-05-17 09:18:17.000,112.0,216.0,172,2023-05-17,13.19,15.1,"0:27"
1626,09:18:18,2023-05-17 09:18:18.000,112.0,221.0,172,2023-05-17,13.19,15.5,"0:27"
1627,09:18:19,2023-05-17 09:18:19.000,112.0,224.0,172,2023-05-17,13.19,15.9,"0:27"
1633,09:18:25,2023-05-17 09:18:25.000,112.0,210.0,172,2023-05-17,13.21,17.4,"0:27"
1634,09:18:26,2023-05-17 09:18:26.000,112.0,208.0,172,2023-05-17,13.21,17.1,"0:27"
1635,09:18:27,2023-05-17 09:18:27.000,112.0,208.0,172,2023-05-17,13.21,16.6,"0:27"
1636,09:18:28,2023-05-17 09:18:28.000,112.0,210.0,172,2023-05-17,13.21,16.3,"0:27"
1637,09:18:29,2023-05-17 09:18:29.000,112.0,214.0,172,2023-05-17,13.21,16.4,"0:27"
1638,09:18:30,2023-05-17 09:18:30.000,112.0,217.0,172,2023-05-17,13.21,15.9,"0:27"
1639,09:18:31,2023-05-17 09:18:31.000,112.0,221.0,174,2023-05-17,13.21,15.2,"0:27"
1659,09:18:51,2023-05-17 09:18:51.000,112.0,198.0,182,2023-05-17,13.18,12.7,"0:27"
1660,09:18:52,2023-05-17 09:18:52.000,112.0,201.0,182,2023-05-17,13.17,11.7,"0:27"
1661,09:18:53,2023-05-17 09:18:53.000,112.0,189.0,180,2023-05-17,13.17,11.1,"0:27"
1662,09:18:54,2023-05-17 09:18:54.000,112.0,187.0,180,2023-05-17,13.17,10.3,"0:27"
1663,09:18:55,2023-05-17 09:18:55.000,112.0,188.0,180,2023-05-17,13.16,9.4,"0:27"
1664,09:18:56,2023-05-17 09:18:56.000,112.0,190.0,180,2023-05-17,13.16,8.6,"0:27"
1669,09:19:01,2023-05-17 09:19:01.000,112.0,199.0,180,2023-05-17,13.17,8.5,"0:27"
1670,09:19:02,2023-05-17 09:19:02.000,112.0,200.0,180,2023-05-17,13.17,8.8,"0:27"
1671,09:19:03,2023-05-17 09:19:03.000,112.0,191.0,178,2023-05-17,13.16,8.9,"0:27"
1672,09:19:04,2023-05-17 09:19:04.000,112.0,193.0,180,2023-05-17,13.16,9.4,"0:27"
1673,09:19:05,2023-05-17 09:19:05.000,112.0,204.0,180,2023-05-17,13.17,10.1,"0:27"
1674,09:19:06,2023-05-17 09:19:06.000,112.0,203.0,180,2023-05-17,13.16,10.3,"0:27"
1675,09:19:07,2023-05-17 09:19:07.000,112.0,201.0,180,2023-05-17,13.15,10.5,"0:27"
1676,09:19:08,2023-05-17 09:19:08.000,112.0,198.0,180,2023-05-17,13.15,10.4,"0:27"
1708,09:19:40,2023-05-17 09:19:40.000,112.0,199.0,184,2023-05-17,13.19,13.8,"0:28"
1709,09:19:41,2023-05-17 09:19:41.000,112.0,207.0,184,2023-05-17,13.19,14.0,"0:28"
1710,09:19:42,2023-05-17 09:19:42.000,112.0,208.0,186,2023-05-17,13.18,13.7,"0:28"
1711,09:19:43,2023-05-17 09:19:43.000,112.0,207.0,186,2023-05-17,13.16,13.3,"0:28"
1712,09:19:44,2023-05-17 09:19:44.000,112.0,207.0,188,2023-05-17,13.16,13.7,"0:28"
1713,09:19:45,2023-05-17 09:19:45.000,112.0,209.0,188,2023-05-17,13.17,14.3,"0:28"
1714,09:19:46,2023-05-17 09:19:46.000,112.0,203.0,188,2023-05-17,13.16,13.5,"0:28"
1715,09:19:47,2023-05-17 09:19:47.000,112.0,196.0,188,2023-05-17,13.14,12.4,"0:28"
1721,09:19:53,2023-05-17 09:19:53.000,112.0,214.0,188,2023-05-17,13.11,9.2,"0:28"
1722,09:19:54,2023-05-17 09:19:54.000,112.0,210.0,188,2023-05-17,13.11,9.0,"0:28"
1755,09:20:27,2023-05-17 09:20:27.000,112.0,204.0,168,2023-05-17,13.13,11.5,"0:29"
1756,09:20:28,2023-05-17 09:20:28.000,112.0,205.0,168,2023-05-17,13.14,12.7,"0:29"
1868,09:22:20,2023-05-17 09:22:20.000,112.0,183.0,184,2023-05-17,13.21,19.0,"0:31"
1869,09:22:21,2023-05-17 09:22:21.000,112.0,191.0,184,2023-05-17,13.15,13.3,"0:31"
1870,09:22:22,2023-05-17 09:22:22.000,112.0,197.0,184,2023-05-17,13.13,10.7,"0:31"
1871,09:22:23,2023-05-17 09:22:23.000,112.0,208.0,186,2023-05-17,13.13,10.4,"0:31"
1872,09:22:24,2023-05-17 09:22:24.000,112.0,204.0,186,2023-05-17,13.13,9.8,"0:31"
1873,09:22:25,2023-05-17 09:22:25.000,112.0,191.0,186,2023-05-17,13.13,9.2,"0:31"
1889,09:22:41,2023-05-17 09:22:41.000,112.0,198.0,178,2023-05-17,11.95,0.0,"0:31"
1890,09:22:42,2023-05-17 09:22:42.000,112.0,193.0,192,2023-05-17,13.11,3.0,"0:31"
1891,09:22:43,2023-05-17 09:22:43.000,112.0,203.0,194,2023-05-17,13.12,6.6,"0:31"
1892,09:22:44,2023-05-17 09:22:44.000,112.0,204.0,194,2023-05-17,13.12,8.4,"0:31"
1893,09:22:45,2023-05-17 09:22:45.000,112.0,204.0,194,2023-05-17,13.11,9.8,"0:31"
1894,09:22:46,2023-05-17 09:22:46.000,112.0,202.0,194,2023-05-17,8.86,7.1,"0:31"
1895,09:22:47,2023-05-17 09:22:47.000,112.0,201.0,194,2023-05-17,1.32,1.1,"0:31"
1907,09:22:59,2023-05-17 09:22:59.000,112.0,200.0,192,2023-05-17,13.1,1.9,"0:31"
1908,09:23:00,2023-05-17 09:23:00.000,112.0,197.0,192,2023-05-17,7.7,0.8,"0:31"
1909,09:23:01,2023-05-17 09:23:01.000,112.0,199.0,192,2023-05-17,1.15,0.1,"0:31"
1910,09:23:02,2023-05-17 09:23:02.000,112.0,201.0,192,2023-05-17,0.0,0.0,"0:31"
1911,09:23:03,2023-05-17 09:23:03.000,112.0,198.0,190,2023-05-17,0.0,0.0,"0:31"
1912,09:23:04,2023-05-17 09:23:04.000,112.0,195.0,190,2023-05-17,4.31,2.6,"0:31"
1913,09:23:05,2023-05-17 09:23:05.000,112.0,195.0,192,2023-05-17,11.82,7.3,"0:31"
1914,09:23:06,2023-05-17 09:23:06.000,112.0,196.0,192,2023-05-17,7.72,4.8,"0:31"
1915,09:23:07,2023-05-17 09:23:07.000,112.0,195.0,192,2023-05-17,1.14,0.7,"0:31"
1916,09:23:08,2023-05-17 09:23:08.000,112.0,188.0,192,2023-05-17,5.41,0.0,"0:31"
1917,09:23:09,2023-05-17 09:23:09.000,112.0,194.0,192,2023-05-17,11.96,0.0,"0:31"
1918,09:23:10,2023-05-17 09:23:10.000,112.0,212.0,194,2023-05-17,13.1,0.5,"0:31"
1919,09:23:11,2023-05-17 09:23:11.000,112.0,220.0,194,2023-05-17,13.09,1.0,"0:31"
1943,09:23:35,2023-05-17 09:23:35.000,112.0,206.0,190,2023-05-17,13.11,4.9,"0:32"
1944,09:23:36,2023-05-17 09:23:36.000,112.0,204.0,190,2023-05-17,13.11,4.7,"0:32"
1945,09:23:37,2023-05-17 09:23:37.000,112.0,195.0,188,2023-05-17,13.1,4.4,"0:32"
1946,09:23:38,2023-05-17 09:23:38.000,112.0,189.0,188,2023-05-17,13.1,4.0,"0:32"
1947,09:23:39,2023-05-17 09:23:39.000,112.0,191.0,188,2023-05-17,13.1,3.7,"0:32"
1948,09:23:40,2023-05-17 09:23:40.000,112.0,195.0,188,2023-05-17,13.1,4.1,"0:32"
1949,09:23:41,2023-05-17 09:23:41.000,112.0,201.0,188,2023-05-17,13.1,4.7,"0:32"
1950,09:23:42,2023-05-17 09:23:42.000,112.0,200.0,186,2023-05-17,13.1,4.4,"0:32"
1951,09:23:43,2023-05-17 09:23:43.000,112.0,199.0,186,2023-05-17,13.09,3.8,"0:32"
1952,09:23:44,2023-05-17 09:23:44.000,112.0,200.0,186,2023-05-17,13.09,3.3,"0:32"
1953,09:23:45,2023-05-17 09:23:45.000,112.0,210.0,188,2023-05-17,13.08,2.9,"0:32"
1954,09:23:46,2023-05-17 09:23:46.000,112.0,205.0,186,2023-05-17,8.77,1.9,"0:32"
1955,09:23:47,2023-05-17 09:23:47.000,112.0,202.0,186,2023-05-17,3.56,0.8,"0:32"
1981,09:24:13,2023-05-17 09:24:13.000,112.0,202.0,188,2023-05-17,11.96,5.6,"0:33"
1982,09:24:14,2023-05-17 09:24:14.000,112.0,198.0,188,2023-05-17,7.68,3.6,"0:33"
1983,09:24:15,2023-05-17 09:24:15.000,112.0,195.0,188,2023-05-17,1.14,0.5,"0:33"
1993,09:24:25,2023-05-17 09:24:25.000,112.0,210.0,192,2023-05-17,13.09,5.9,"0:33"
1994,09:24:26,2023-05-17 09:24:26.000,112.0,201.0,190,2023-05-17,13.11,9.3,"0:33"
1995,09:24:27,2023-05-17 09:24:27.000,112.0,195.0,190,2023-05-17,13.15,15.9,"0:33"
1996,09:24:28,2023-05-17 09:24:28.000,112.0,195.0,190,2023-05-17,13.14,13.7,"0:33"
1997,09:24:29,2023-05-17 09:24:29.000,112.0,194.0,190,2023-05-17,13.11,9.5,"0:33"
1998,09:24:30,2023-05-17 09:24:30.000,112.0,194.0,190,2023-05-17,13.1,8.6,"0:33"
1999,09:24:31,2023-05-17 09:24:31.000,112.0,196.0,190,2023-05-17,13.1,8.3,"0:33"
2000,09:24:32,2023-05-17 09:24:32.000,112.0,199.0,190,2023-05-17,13.1,8.1,"0:33"
2001,09:24:33,2023-05-17 09:24:33.000,112.0,197.0,190,2023-05-17,13.1,8.0,"0:33"
2002,09:24:34,2023-05-17 09:24:34.000,112.0,195.0,190,2023-05-17,13.1,7.9,"0:33"
2003,09:24:35,2023-05-17 09:24:35.000,112.0,195.0,190,2023-05-17,13.1,7.7,"0:33"
2004,09:24:36,2023-05-17 09:24:36.000,112.0,194.0,192,2023-05-17,13.09,7.0,"0:33"
2011,09:24:43,2023-05-17 09:24:43.000,112.0,188.0,190,2023-05-17,13.1,7.6,"0:33"
2012,09:24:44,2023-05-17 09:24:44.000,112.0,192.0,188,2023-05-17,13.1,7.7,"0:33"
2017,09:24:49,2023-05-17 09:24:49.000,112.0,184.0,186,2023-05-17,13.12,9.0,"0:33"
2018,09:24:50,2023-05-17 09:24:50.000,112.0,187.0,186,2023-05-17,7.69,5.3,"0:33"
2023,09:24:55,2023-05-17 09:24:55.000,112.0,180.0,184,2023-05-17,13.13,16.0,"0:33"
2024,09:24:56,2023-05-17 09:24:56.000,112.0,181.0,184,2023-05-17,13.13,15.4,"0:33"
2025,09:24:57,2023-05-17 09:24:57.000,112.0,182.0,184,2023-05-17,13.13,13.6,"0:33"
2026,09:24:58,2023-05-17 09:24:58.000,112.0,186.0,184,2023-05-17,13.09,8.4,"0:33"
2027,09:24:59,2023-05-17 09:24:59.000,112.0,186.0,184,2023-05-17,13.03,2.5,"0:33"
2028,09:25:00,2023-05-17 09:25:00.000,112.0,185.0,184,2023-05-17,13.05,3.9,"0:33"
2029,09:25:01,2023-05-17 09:25:01.000,112.0,187.0,184,2023-05-17,13.11,10.6,"0:33"
2030,09:25:02,2023-05-17 09:25:02.000,112.0,182.0,182,2023-05-17,13.12,11.8,"0:33"
2031,09:25:03,2023-05-17 09:25:03.000,112.0,185.0,182,2023-05-17,13.11,11.7,"0:33"
2080,09:25:52,2023-05-17 09:25:52.000,112.0,208.0,170,2023-05-17,13.12,11.0,"0:34"
2081,09:25:53,2023-05-17 09:25:53.000,112.0,217.0,170,2023-05-17,13.11,9.9,"0:34"
2082,09:25:54,2023-05-17 09:25:54.000,112.0,212.0,170,2023-05-17,13.11,9.3,"0:34"
2083,09:25:55,2023-05-17 09:25:55.000,112.0,202.0,170,2023-05-17,13.11,9.1,"0:34"
2084,09:25:56,2023-05-17 09:25:56.000,112.0,195.0,170,2023-05-17,13.11,8.4,"0:34"
2089,09:26:01,2023-05-17 09:26:01.000,112.0,222.0,172,2023-05-17,13.11,9.4,"0:34"
2090,09:26:02,2023-05-17 09:26:02.000,112.0,203.0,172,2023-05-17,13.11,10.3,"0:34"
2093,09:26:05,2023-05-17 09:26:05.000,112.0,222.0,174,2023-05-17,1.51,1.3,"0:34"
2094,09:26:06,2023-05-17 09:26:06.000,112.0,204.0,172,2023-05-17,5.42,0.0,"0:34"
2095,09:26:07,2023-05-17 09:26:07.000,112.0,191.0,172,2023-05-17,11.97,0.0,"0:34"
2096,09:26:08,2023-05-17 09:26:08.000,112.0,188.0,172,2023-05-17,13.12,0.3,"0:34"
2097,09:26:09,2023-05-17 09:26:09.000,112.0,190.0,172,2023-05-17,13.15,0.6,"0:34"
2109,09:26:21,2023-05-17 09:26:21.000,112.0,231.0,172,2023-05-17,13.1,0.3,"0:35"
2110,09:26:22,2023-05-17 09:26:22.000,112.0,206.0,170,2023-05-17,13.11,1.8,"0:35"
2115,09:26:27,2023-05-17 09:26:27.000,112.0,183.0,170,2023-05-17,0.0,0.0,"0:35"
2116,09:26:28,2023-05-17 09:26:28.000,112.0,182.0,168,2023-05-17,0.0,0.0,"0:35"
2127,09:26:39,2023-05-17 09:26:39.000,112.0,191.0,168,2023-05-17,11.99,0.0,"0:35"
2128,09:26:40,2023-05-17 09:26:40.000,112.0,187.0,168,2023-05-17,13.12,0.9,"0:35"
2129,09:26:41,2023-05-17 09:26:41.000,112.0,192.0,168,2023-05-17,13.14,2.0,"0:35"
2130,09:26:42,2023-05-17 09:26:42.000,112.0,204.0,168,2023-05-17,13.14,1.7,"0:35"
2131,09:26:43,2023-05-17 09:26:43.000,112.0,208.0,168,2023-05-17,13.11,0.3,"0:35"
2132,09:26:44,2023-05-17 09:26:44.000,112.0,215.0,170,2023-05-17,13.11,1.4,"0:35"
2134,09:26:46,2023-05-17 09:26:46.000,112.0,235.0,170,2023-05-17,8.76,2.5,"0:35"
2135,09:26:47,2023-05-17 09:26:47.000,112.0,239.0,172,2023-05-17,1.27,0.4,"0:35"
2152,09:27:04,2023-05-17 09:27:04.000,112.0,192.0,170,2023-05-17,13.14,1.6,"0:35"
2153,09:27:05,2023-05-17 09:27:05.000,112.0,195.0,170,2023-05-17,13.17,4.2,"0:35"
2171,09:27:23,2023-05-17 09:27:23.000,112.0,197.0,170,2023-05-17,1.11,0.1,"0:36"
2180,09:27:32,2023-05-17 09:27:32.000,112.0,195.0,170,2023-05-17,0.0,0.0,"0:36"
2181,09:27:33,2023-05-17 09:27:33.000,112.0,200.0,170,2023-05-17,0.0,0.0,"0:36"
2186,09:27:38,2023-05-17 09:27:38.000,112.0,201.0,172,2023-05-17,7.83,2.9,"0:36"
2222,09:28:14,2023-05-17 09:28:14.000,112.0,220.0,178,2023-05-17,13.12,6.3,"0:37"
2223,09:28:15,2023-05-17 09:28:15.000,112.0,217.0,176,2023-05-17,13.11,4.7,"0:37"
2231,09:28:23,2023-05-17 09:28:23.000,112.0,222.0,176,2023-05-17,11.56,3.3,"0:37"
2232,09:28:24,2023-05-17 09:28:24.000,112.0,218.0,176,2023-05-17,13.13,7.3,"0:37"
2233,09:28:25,2023-05-17 09:28:25.000,112.0,213.0,176,2023-05-17,13.16,11.7,"0:37"
2234,09:28:26,2023-05-17 09:28:26.000,112.0,214.0,178,2023-05-17,13.14,8.7,"0:37"
2236,09:28:28,2023-05-17 09:28:28.000,112.0,195.0,178,2023-05-17,13.09,2.0,"0:37"
2237,09:28:29,2023-05-17 09:28:29.000,112.0,205.0,180,2023-05-17,13.07,0.3,"0:37"
2238,09:28:30,2023-05-17 09:28:30.000,112.0,216.0,182,2023-05-17,13.06,0.0,"0:37"
2239,09:28:31,2023-05-17 09:28:31.000,112.0,218.0,182,2023-05-17,13.05,0.0,"0:37"
2298,09:29:30,2023-05-17 09:29:30.000,112.0,206.0,170,2023-05-17,13.09,6.2,"0:38"
2316,09:29:48,2023-05-17 09:29:48.000,112.0,220.0,172,2023-05-17,13.09,5.3,"0:38"
2317,09:29:49,2023-05-17 09:29:49.000,112.0,219.0,172,2023-05-17,13.09,5.6,"0:38"
2318,09:29:50,2023-05-17 09:29:50.000,112.0,215.0,172,2023-05-17,13.09,5.6,"0:38"
2319,09:29:51,2023-05-17 09:29:51.000,112.0,212.0,172,2023-05-17,13.08,5.4,"0:38"
2320,09:29:52,2023-05-17 09:29:52.000,112.0,211.0,172,2023-05-17,13.08,5.0,"0:38"
2321,09:29:53,2023-05-17 09:29:53.000,112.0,201.0,172,2023-05-17,13.08,4.4,"0:38"
2322,09:29:54,2023-05-17 09:29:54.000,112.0,188.0,172,2023-05-17,13.07,3.4,"0:38"
2323,09:29:55,2023-05-17 09:29:55.000,112.0,185.0,172,2023-05-17,13.06,2.1,"0:38"
2324,09:29:56,2023-05-17 09:29:56.000,112.0,193.0,172,2023-05-17,13.06,1.7,"0:38"
2325,09:29:57,2023-05-17 09:29:57.000,112.0,199.0,172,2023-05-17,13.05,1.5,"0:38"
2326,09:29:58,2023-05-17 09:29:58.000,112.0,196.0,172,2023-05-17,13.05,1.6,"0:38"
2327,09:29:59,2023-05-17 09:29:59.000,112.0,191.0,170,2023-05-17,13.05,1.7,"0:38"
2328,09:30:00,2023-05-17 09:30:00.000,112.0,188.0,170,2023-05-17,13.06,2.9,"0:38"
2329,09:30:01,2023-05-17 09:30:01.000,112.0,188.0,170,2023-05-17,13.07,4.3,"0:38"
2369,09:30:41,2023-05-17 09:30:41.000,112.0,200.0,172,2023-05-17,13.1,1.8,"0:39"
2370,09:30:42,2023-05-17 09:30:42.000,112.0,199.0,172,2023-05-17,13.1,4.0,"0:39"
2386,09:30:58,2023-05-17 09:30:58.000,112.0,203.0,170,2023-05-17,13.04,1.4,"0:39"
2389,09:31:01,2023-05-17 09:31:01.000,112.0,216.0,170,2023-05-17,13.1,3.4,"0:39"
2390,09:31:02,2023-05-17 09:31:02.000,112.0,215.0,170,2023-05-17,13.11,2.8,"0:39"
2391,09:31:03,2023-05-17 09:31:03.000,112.0,208.0,170,2023-05-17,13.11,2.3,"0:39"
