"Race_Name","Race_Date","DATE_SQL","CW","YEAR","RACE_DATE_CW"
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-15,50,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-16,50,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-16,50,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-17,50,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-17,50,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-18,51,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-18,51,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-19,51,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-19,51,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-20,51,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-20,51,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-21,51,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-21,51,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-22,51,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-22,51,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-23,51,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-23,51,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-24,51,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-24,51,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-25,52,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-25,52,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-26,52,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-26,52,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-27,52,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-27,52,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-28,52,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-28,52,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-29,52,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-29,52,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-30,52,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-30,52,"2023",36
IRONMAN European Championship Hamburg,"04.06.2023",2023-12-31,52,"2023",22
VinFast IRONMAN World Championship Nice,"10.09.2023",2023-12-31,52,"2023",36
